PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,MATRIX,SAM_CODE,LAB,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_SAMPLE_ID,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLA_DATE_ANALYZED,CHLA_DILUTION_FACTOR,CHLA_EXTRACT,CHLA_EXTRACT_UNITS,CHLA_HOLDING_TIME,CHLA_LAB_SAMPLE_ID,CHLA_MDL,CHLA_NARS_FLAG,CHLA_QA_FLAG,CHLA_RESULT,CHLA_RESULT_UNITS,CHLA_RL,CHLA_SAMPLE_ID,CHLA_VOLUME_ADJUST,CHLA_VOLUME_FILTERED,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_SAMPLE_ID,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_UNITS,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_SAMPLE_ID,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_DATE_ANALYZED,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_LAB_SAMPLE_ID,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_RL,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_SAMPLE_ID,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_DATE_ANALYZED,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_LAB_SAMPLE_ID,PTL_DISS_MDL,PTL_DISS_NARS_COMMENT,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_RL,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,UNIQUE_ID
8/13/2024,2020777,NLA22_ND-10014,7/12/2022,1,ND,WATER,REGULAR,WRS,7/18/2022,20,6,2210426,0.0005,,,1.88,0.004,mg N/L,7/13/2022,1,2210426,,,,7010,,UEQ/L,12/18/2022,10,159,2210426,0.011,,,34.6,0.05,mg/L,7/19/2022,,288,ug/L,7,2210426,0.18,,,115,ug/L,1,218821,,100,7/15/2022,10,3,2210426,0.004,,,53.6,0.06,mg/L,7/13/2022,1,2210426,,,35,APHA PT-CO,7/13/2022,1,2210426,1,,,2370,2,uS/cm AT 25 C,7/22/2022,2,10,2210426,0.024,,,25.8,0.2,mg/L,12/18/2022,10,159,2210426,0.003,,,81.7,0.02,mg/L,7/15/2022,10,3,2210426,0.0006,,EST,0.0367,0.02,mg N/L,,,,,,,,,7/15/2022,10,3,2210426,0.0006,,EST,0.111,0.02,mg N/L,7/26/2022,7/26/2022,14,2210426,0.002,,,4.15,0.02,mg/L,14,2210426,0.002,,,6.4,0.02,mg/L,7/13/2022,1,2210426,,,8.44,Std. Units,12/18/2022,10,159,2210426,0.018,,,29,0.1,mg/L,7/26/2022,7/20/2022,8,2210426,0.48,,,,367,4,ug/L,14,2210426,0.48,,,557,4,ug/L,7/15/2022,3,2210426,0.0012,,,26.2,0.01,mg/L,12/18/2022,10,159,2210426,0.009,,,368,0.1,mg/L,7/15/2022,10,3,2210426,0.002,,,839,0.18,mg/L,7/13/2022,1,2210426,,,,36.4,2,NTU,NLA_ND-10155
8/13/2024,2020778,NLA22_IN-10148,7/12/2022,1,IN,WATER,REGULAR,WRS,7/26/2022,1,14,2210488,0.0005,S,,0.009,0.004,mg N/L,7/16/2022,4,2210488,,S,,2010,,UEQ/L,12/18/2022,1,159,2210488,0.011,S,,37.3,0.05,mg/L,7/20/2022,,64.4,ug/L,8,2210488,0.18,S,,4.29,ug/L,1,221301,,600,7/16/2022,1,4,2210488,0.004,S,,2.1,0.06,mg/L,7/15/2022,3,2210488,S,,12,APHA PT-CO,7/16/2022,4,2210488,1,S,,337,2,uS/cm AT 25 C,7/23/2022,1,11,2210488,0.024,S,,5.08,0.2,mg/L,12/18/2022,1,159,2210488,0.003,S,,13.9,0.02,mg/L,7/16/2022,1,4,2210488,0.0006,S;L,EST,0.005,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210488,0.0006,S;ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210488,0.002,S,,0.445,0.02,mg/L,16,2210488,0.002,S,,0.524,0.02,mg/L,7/16/2022,4,2210488,S;H,H,8.32,Std. Units,12/18/2022,1,159,2210488,0.018,S,,6.27,0.1,mg/L,7/28/2022,7/27/2022,15,2210488,0.48,,S,,6.8,4,ug/L,16,2210488,0.48,S,,11.4,4,ug/L,7/19/2022,7,2210488,0.0012,S,,1.14,0.01,mg/L,12/18/2022,1,159,2210488,0.009,S,,2.9,0.1,mg/L,7/16/2022,1,4,2210488,0.002,S,,57.4,0.18,mg/L,7/16/2022,4,2210488,,S;H; L,H; LRL,1.34,2,NTU,NLA_IN-10294
8/13/2024,2020779,NLA22_WA-10024,7/12/2022,1,WA,WATER,REGULAR,WRS,7/26/2022,1,14,2210470,0.0005,,,0.013,0.004,mg N/L,7/14/2022,2,2210470,,,,2060,,UEQ/L,12/18/2022,1,159,2210470,0.011,,,33.9,0.05,mg/L,7/20/2022,,47.4,ug/L,8,2210470,0.18,,,1.9,ug/L,1,219501,,1000,7/16/2022,1,4,2210470,0.004,,,0.512,0.06,mg/L,7/14/2022,2,2210470,,,19,APHA PT-CO,7/14/2022,2,2210470,1,,,249,2,uS/cm AT 25 C,7/22/2022,1,10,2210470,0.024,,,4.14,0.2,mg/L,12/18/2022,1,159,2210470,0.003,,,5.76,0.02,mg/L,7/16/2022,1,4,2210470,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210470,0.0006,ND,MDL,,0.02,mg N/L,8/2/2022,7/27/2022,15,2210470,0.002,,,0.16,0.02,mg/L,21,2210470,0.002,,,0.214,0.02,mg/L,7/14/2022,2,2210470,,,7.89,Std. Units,12/18/2022,1,159,2210470,0.018,,,2.15,0.1,mg/L,8/2/2022,7/27/2022,15,2210470,0.48,,,,41.7,4,ug/L,21,2210470,0.48,,,45.2,4,ug/L,7/15/2022,3,2210470,0.0012,,,16.4,0.01,mg/L,12/18/2022,1,159,2210470,0.009,,,4.86,0.1,mg/L,7/16/2022,1,4,2210470,0.002,,,18.1,0.18,mg/L,7/14/2022,2,2210470,,,LRL,0.9,2,NTU,NLA_WA-10161
8/13/2024,2020780,NLA22_SD-10021,7/12/2022,1,SD,WATER,REGULAR,WRS,7/18/2022,1,6,2210428,0.0005,,,0.01,0.004,mg N/L,7/21/2022,9,2210428,,,H,3340,,UEQ/L,12/18/2022,1,159,2210428,0.011,,,34.1,0.05,mg/L,7/19/2022,,90.5,ug/L,7,2210428,0.18,,,36.2,ug/L,1,213201,,100,7/15/2022,2,3,2210428,0.004,,,6.95,0.06,mg/L,7/13/2022,1,2210428,,,25,APHA PT-CO,7/13/2022,1,2210428,1,,,369,2,uS/cm AT 25 C,7/22/2022,1,10,2210428,0.024,,,7.61,0.2,mg/L,12/18/2022,1,159,2210428,0.003,,,23.9,0.02,mg/L,7/15/2022,2,3,2210428,0.0006,,EST,0.005,0.02,mg N/L,,,,,,,,,7/15/2022,2,3,2210428,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210428,0.002,,,0.693,0.02,mg/L,16,2210428,0.002,,,1.58,0.02,mg/L,7/13/2022,1,2210428,,,8.33,Std. Units,12/18/2022,1,159,2210428,0.018,,,2.8,0.1,mg/L,7/28/2022,7/27/2022,15,2210428,0.48,,,,12.1,4,ug/L,16,2210428,0.48,,,74.3,4,ug/L,7/15/2022,3,2210428,0.0012,,,12.1,0.01,mg/L,12/18/2022,1,159,2210428,0.009,,,3.13,0.1,mg/L,7/15/2022,2,3,2210428,0.002,,,15.2,0.18,mg/L,7/13/2022,1,2210428,,,,12.6,2,NTU,NLA_SD-10257
8/13/2024,2020781,NLA22_GA-10018,7/12/2022,1,GA,WATER,REGULAR,WRS,7/18/2022,1,6,2210438,0.0005,,,0.005,0.004,mg N/L,7/21/2022,9,2210438,,,H,97.8,,UEQ/L,12/18/2022,1,159,2210438,0.011,,,1.64,0.05,mg/L,7/19/2022,,147,ug/L,7,2210438,0.18,,,23.5,ug/L,1,215981,,250,7/16/2022,1,4,2210438,0.004,,,5.63,0.06,mg/L,7/13/2022,1,2210438,,,20,APHA PT-CO,7/13/2022,1,2210438,1,,,32.6,2,uS/cm AT 25 C,7/22/2022,1,10,2210438,0.024,,,4.71,0.2,mg/L,12/18/2022,1,159,2210438,0.003,,,0.87,0.02,mg/L,7/16/2022,1,4,2210438,0.0006,,EST,0.0027,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210438,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210438,0.002,,,0.225,0.02,mg/L,16,2210438,0.002,,,0.383,0.02,mg/L,7/13/2022,1,2210438,,,6.8,Std. Units,12/18/2022,1,159,2210438,0.018,,,1.12,0.1,mg/L,7/28/2022,7/27/2022,15,2210438,0.48,,,EST,2.4,4,ug/L,16,2210438,0.48,,,21.9,4,ug/L,7/15/2022,3,2210438,0.0012,,,0.169,0.01,mg/L,12/18/2022,1,159,2210438,0.009,,,2.43,0.1,mg/L,7/16/2022,1,4,2210438,0.002,,EST,0.055,0.18,mg/L,7/13/2022,1,2210438,,,,2.25,2,NTU,NLA_GA-10085
8/13/2024,2020782,NES22-10026,7/12/2022,1,NC,WATER,REGULAR,WRS,7/18/2022,1,6,2210431,0.0005,,,0.004,0.004,mg N/L,7/21/2022,9,2210431,,,H,332,,UEQ/L,12/18/2022,1,159,2210431,0.011,,,3.58,0.05,mg/L,7/19/2022,,198,ug/L,7,2210431,0.18,,,15.8,ug/L,1,220721,,500,7/15/2022,1,3,2210431,0.004,,,3.31,0.06,mg/L,7/13/2022,1,2210431,,,7,APHA PT-CO,7/13/2022,1,2210431,1,,,50.8,2,uS/cm AT 25 C,7/22/2022,1,10,2210431,0.024,,,1.73,0.2,mg/L,12/18/2022,1,159,2210431,0.003,,,1.37,0.02,mg/L,7/15/2022,1,3,2210431,0.0006,,EST,0.005,0.02,mg N/L,,,,,,,,,7/15/2022,1,3,2210431,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210431,0.002,,,0.125,0.02,mg/L,16,2210431,0.002,,,0.273,0.02,mg/L,7/13/2022,1,2210431,,,7.76,Std. Units,12/18/2022,1,159,2210431,0.018,,,1.46,0.1,mg/L,7/28/2022,7/27/2022,15,2210431,0.48,,,,13,4,ug/L,16,2210431,0.48,,,33.1,4,ug/L,7/15/2022,3,2210431,0.0012,,,9.9,0.01,mg/L,12/18/2022,1,159,2210431,0.009,,,4,0.1,mg/L,7/15/2022,1,3,2210431,0.002,,,1.98,0.18,mg/L,7/13/2022,1,2210431,,,,3.13,2,NTU,NLA_NC-10003
8/13/2024,2020783,NES22-10046,7/11/2022,1,NC,WATER,REGULAR,WRS,7/26/2022,1,15,2210446,0.0005,,,0.013,0.004,mg N/L,7/13/2022,2,2210446,,,,405,,UEQ/L,12/18/2022,1,160,2210446,0.011,,,4.36,0.05,mg/L,7/19/2022,,170,ug/L,8,2210446,0.18,,,13.6,ug/L,1,220641,,500,7/16/2022,1,5,2210446,0.004,,,5.79,0.06,mg/L,7/13/2022,2,2210446,,,12,APHA PT-CO,7/13/2022,2,2210446,1,,,73.4,2,uS/cm AT 25 C,7/22/2022,1,11,2210446,0.024,,,1.89,0.2,mg/L,12/18/2022,1,160,2210446,0.003,,,1.9,0.02,mg/L,7/16/2022,1,5,2210446,0.0006,,EST,0.016,0.02,mg N/L,,,,,,,,,7/16/2022,1,5,2210446,0.0006,,EST,0.002,0.02,mg N/L,7/28/2022,8/2/2022,22,2210446,0.002,,,0.214,0.02,mg/L,17,2210446,0.002,,,0.321,0.02,mg/L,7/13/2022,2,2210446,,,7.51,Std. Units,12/18/2022,1,160,2210446,0.018,,,1.86,0.1,mg/L,7/28/2022,8/2/2022,22,2210446,0.48,,,,12.1,4,ug/L,17,2210446,0.48,,,27.5,4,ug/L,7/15/2022,4,2210446,0.0012,,,9.14,0.01,mg/L,12/18/2022,1,160,2210446,0.009,,,5.02,0.1,mg/L,7/16/2022,1,5,2210446,0.002,,,3.9,0.18,mg/L,7/13/2022,2,2210446,,,LRL,1.55,2,NTU,NLA_NC-10009
8/13/2024,2020784,NES22-10034,7/12/2022,1,TN,WATER,REGULAR,WRS,7/18/2022,1,6,2210430,0.0005,,,0.004,0.004,mg N/L,7/21/2022,9,2210430,,,H,936,,UEQ/L,12/18/2022,1,159,2210430,0.011,,,14.7,0.05,mg/L,7/19/2022,,83.1,ug/L,7,2210430,0.18,,,4.43,ug/L,1,220621,,750,7/15/2022,1,3,2210430,0.004,,,5.46,0.06,mg/L,7/13/2022,1,2210430,,,10,APHA PT-CO,7/13/2022,1,2210430,1,,,133,2,uS/cm AT 25 C,7/22/2022,1,10,2210430,0.024,,,1.86,0.2,mg/L,12/18/2022,1,159,2210430,0.003,,,3.03,0.02,mg/L,7/15/2022,1,3,2210430,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/15/2022,1,3,2210430,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210430,0.002,,,0.156,0.02,mg/L,16,2210430,0.002,,,0.198,0.02,mg/L,7/13/2022,1,2210430,,,8.67,Std. Units,12/18/2022,1,159,2210430,0.018,,,1.54,0.1,mg/L,7/28/2022,7/27/2022,15,2210430,0.48,,,,6.2,4,ug/L,16,2210430,0.48,,,11.2,4,ug/L,7/15/2022,3,2210430,0.0012,,,4.53,0.01,mg/L,12/18/2022,1,159,2210430,0.009,,,5.91,0.1,mg/L,7/15/2022,1,3,2210430,0.002,,,8.81,0.18,mg/L,7/13/2022,1,2210430,,,LRL,1.39,2,NTU,NLA_TN-10023
8/13/2024,2020785,NES22-10022,7/11/2022,1,NC,WATER,REGULAR,WRS,7/26/2022,1,15,2210447,0.0005,,,0.115,0.004,mg N/L,7/13/2022,2,2210447,,,,509,,UEQ/L,12/18/2022,1,160,2210447,0.011,,,5.15,0.05,mg/L,7/19/2022,,133,ug/L,8,2210447,0.18,,,21.3,ug/L,1,220701,,250,7/16/2022,1,5,2210447,0.004,,,6.5,0.06,mg/L,7/13/2022,2,2210447,,,5,APHA PT-CO,7/13/2022,2,2210447,1,,,88.2,2,uS/cm AT 25 C,7/22/2022,1,11,2210447,0.024,,,2.95,0.2,mg/L,12/18/2022,1,160,2210447,0.003,,,2.58,0.02,mg/L,7/16/2022,1,5,2210447,0.0006,,,0.189,0.02,mg N/L,,,,,,,,,7/16/2022,1,5,2210447,0.0006,,EST,0.01,0.02,mg N/L,7/28/2022,7/27/2022,16,2210447,0.002,,,0.599,0.02,mg/L,17,2210447,0.002,,,0.768,0.02,mg/L,7/13/2022,2,2210447,,,7.6,Std. Units,12/18/2022,1,160,2210447,0.018,,,3.06,0.1,mg/L,7/28/2022,7/27/2022,16,2210447,0.48,,,,24.1,4,ug/L,17,2210447,0.48,,,55.1,4,ug/L,7/15/2022,4,2210447,0.0012,,,12.7,0.01,mg/L,12/18/2022,1,160,2210447,0.009,,,7.25,0.1,mg/L,7/16/2022,1,5,2210447,0.002,,,3.99,0.18,mg/L,7/13/2022,2,2210447,,,,3.05,2,NTU,NLA_NC-10011
8/13/2024,2020786,NLA22_RI-10005,7/12/2022,1,RI,WATER,REGULAR,WRS,7/18/2022,1,6,2210436,0.0005,,,0.005,0.004,mg N/L,7/21/2022,9,2210436,,,H,8.9,,UEQ/L,12/18/2022,1,159,2210436,0.011,,,0.7,0.05,mg/L,7/19/2022,,34.8,ug/L,7,2210436,0.18,,,2.78,ug/L,1,211981,,500,7/15/2022,1,3,2210436,0.004,,,3.11,0.06,mg/L,7/13/2022,1,2210436,,,40,APHA PT-CO,7/13/2022,1,2210436,1,,,22.3,2,uS/cm AT 25 C,7/22/2022,1,10,2210436,0.024,,,5.2,0.2,mg/L,12/18/2022,1,159,2210436,0.003,,,0.28,0.02,mg/L,7/15/2022,1,3,2210436,0.0006,,EST,0.0022,0.02,mg N/L,,,,,,,,,7/15/2022,1,3,2210436,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210436,0.002,,,0.198,0.02,mg/L,16,2210436,0.002,,,0.291,0.02,mg/L,7/13/2022,1,2210436,,,5.35,Std. Units,12/18/2022,1,159,2210436,0.018,,,0.25,0.1,mg/L,7/28/2022,7/27/2022,15,2210436,0.48,,,,4,4,ug/L,16,2210436,0.48,,,11.7,4,ug/L,7/15/2022,3,2210436,0.0012,,,1.72,0.01,mg/L,12/18/2022,1,159,2210436,0.009,,,2.36,0.1,mg/L,7/15/2022,1,3,2210436,0.002,,,2.4,0.18,mg/L,7/13/2022,1,2210436,,,LRL,0.98,2,NTU,NLA_RI-10063
8/13/2024,2020787,NLA22_TX-10038,7/12/2022,1,TX,WATER,REGULAR,WRS,7/26/2022,1,14,2210458,0.0005,,,0.016,0.004,mg N/L,7/14/2022,2,2210458,,,,1070,,UEQ/L,12/18/2022,1,159,2210458,0.011,,,17.3,0.05,mg/L,7/19/2022,,211,ug/L,7,2210458,0.18,,,42.2,ug/L,1,211021,,200,7/16/2022,1,4,2210458,0.004,,,4.45,0.06,mg/L,7/14/2022,2,2210458,,,31,APHA PT-CO,7/14/2022,2,2210458,1,,,131,2,uS/cm AT 25 C,7/22/2022,1,10,2210458,0.024,,,7.95,0.2,mg/L,12/18/2022,1,159,2210458,0.003,,,2.28,0.02,mg/L,7/16/2022,1,4,2210458,0.0006,,EST,0.0027,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210458,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210458,0.002,,,0.69,0.02,mg/L,16,2210458,0.002,,,1.22,0.02,mg/L,7/14/2022,2,2210458,,,8.24,Std. Units,12/18/2022,1,159,2210458,0.018,,,4.29,0.1,mg/L,7/28/2022,7/27/2022,15,2210458,0.48,,,,16.2,4,ug/L,16,2210458,0.48,,,62,4,ug/L,7/15/2022,3,2210458,0.0012,,,3.37,0.01,mg/L,12/18/2022,1,159,2210458,0.009,,,4.79,0.1,mg/L,7/16/2022,1,4,2210458,0.002,,,2.31,0.18,mg/L,7/14/2022,2,2210458,,,,5.87,2,NTU,NLA_TX-10332
8/13/2024,2020788,NLA22_OK-10045,7/12/2022,1,OK,WATER,REGULAR,WRS,7/26/2022,1,14,2210445,0.0005,,,0.022,0.004,mg N/L,7/21/2022,9,2210445,,,H,846,,UEQ/L,1/11/2023,100,183,2210445,0.011,,H,839,0.05,mg/L,7/19/2022,,103,ug/L,7,2210445,0.18,,,11.8,ug/L,1,206621,,350,7/16/2022,20,4,2210445,0.004,,,238,0.06,mg/L,7/13/2022,1,2210445,,,15,APHA PT-CO,7/13/2022,1,2210445,1,,,4860,2,uS/cm AT 25 C,7/22/2022,2,10,2210445,0.024,,,11.8,0.2,mg/L,1/11/2023,100,183,2210445,0.003,,H,193,0.02,mg/L,7/16/2022,20,4,2210445,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/16/2022,20,4,2210445,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,8/2/2022,21,2210445,0.002,,,1.2,0.02,mg/L,16,2210445,0.002,,,1.47,0.02,mg/L,7/13/2022,1,2210445,,,7.53,Std. Units,1/11/2023,100,183,2210445,0.018,,H,14.1,0.1,mg/L,7/28/2022,8/2/2022,21,2210445,0.48,,,,22.7,4,ug/L,16,2210445,0.48,,,38.4,4,ug/L,7/15/2022,3,2210445,0.0012,,,19.2,0.01,mg/L,1/11/2023,100,183,2210445,0.009,,H,261,0.1,mg/L,7/16/2022,20,4,2210445,0.002,,,2920,0.18,mg/L,7/13/2022,1,2210445,,,,2.54,2,NTU,NLA_OK-10157
8/13/2024,2020789,NLA22_OR-10033,7/12/2022,1,OR,WATER,REGULAR,WRS,7/26/2022,1,14,2210464,0.0005,,,0.011,0.004,mg N/L,7/14/2022,2,2210464,,,,1740,,UEQ/L,12/18/2022,1,159,2210464,0.011,,,17,0.05,mg/L,7/20/2022,,270,ug/L,8,2210464,0.18,,,21.6,ug/L,1,206981,,500,7/16/2022,1,4,2210464,0.004,,,0.695,0.06,mg/L,7/14/2022,2,2210464,,,39,APHA PT-CO,7/14/2022,2,2210464,1,,,177,2,uS/cm AT 25 C,7/22/2022,1,10,2210464,0.024,,,6.83,0.2,mg/L,12/18/2022,1,159,2210464,0.003,,,6.49,0.02,mg/L,7/16/2022,1,4,2210464,0.0006,ND,MDL,,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210464,0.0006,ND,MDL,,0.02,mg N/L,7/28/2022,7/27/2022,15,2210464,0.002,,,0.284,0.02,mg/L,16,2210464,0.002,,,0.358,0.02,mg/L,7/14/2022,2,2210464,,,8.13,Std. Units,12/18/2022,1,159,2210464,0.018,,,1.66,0.1,mg/L,7/28/2022,7/27/2022,15,2210464,0.48,,,,41.3,4,ug/L,16,2210464,0.48,,,65.3,4,ug/L,7/15/2022,3,2210464,0.0012,,,36.8,0.01,mg/L,12/18/2022,1,159,2210464,0.009,,,9.99,0.1,mg/L,7/16/2022,1,4,2210464,0.002,,,0.678,0.18,mg/L,7/14/2022,2,2210464,,,,3.93,2,NTU,NLA_OR-10149
8/13/2024,2020790,NLA22_CA-10140,7/12/2022,1,CA,WATER,REGULAR,WRS,7/26/2022,1,14,2210456,0.0005,,,0.094,0.004,mg N/L,7/14/2022,2,2210456,,,,2210,,UEQ/L,12/18/2022,1,159,2210456,0.011,,,17.2,0.05,mg/L,7/19/2022,,13.6,ug/L,7,2210456,0.18,,,10.9,ug/L,1,207521,,50,7/16/2022,1,4,2210456,0.004,,,0.16,0.06,mg/L,7/14/2022,2,2210456,,,30,APHA PT-CO,7/14/2022,2,2210456,1,,,217,2,uS/cm AT 25 C,7/22/2022,2,10,2210456,0.024,,,17.7,0.2,mg/L,12/18/2022,1,159,2210456,0.003,,,6.97,0.02,mg/L,7/16/2022,1,4,2210456,0.0006,,EST,0.0057,0.02,mg N/L,,,,,,,,,7/16/2022,1,4,2210456,0.0006,,EST,0.002,0.02,mg N/L,8/2/2022,7/27/2022,15,2210456,0.002,,,1.67,0.02,mg/L,21,2210456,0.002,,,2.51,0.02,mg/L,7/14/2022,2,2210456,,,8.33,Std. Units,12/18/2022,1,159,2210456,0.018,,,2.65,0.1,mg/L,7/28/2022,7/27/2022,15,2210456,0.48,,,,73.2,4,ug/L,16,2210456,0.48,,,307,4,ug/L,7/15/2022,3,2210456,0.0012,,,11,0.01,mg/L,12/18/2022,1,159,2210456,0.009,,,18.4,0.1,mg/L,7/16/2022,1,4,2210456,0.002,,,2.03,0.18,mg/L,7/15/2022,3,2210456,,,,340,2,NTU,NLA_CA-10299
